Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2021-148614,01/21/2021,01/26/2021,Standard Class,MV-17485,Mark Russell,Consumer,United States,Los Angeles,California,90049,3,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","20,21",2,"0,0","5,92"
2021-145800,05/31/2021,06/06/2021,Standard Class,SS-20410,Shahid Cox,Consumer,United States,Buffalo Grove,Illinois,60089,1,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,"372,16",3,"0,5","-189,09"
2021-163748,10/15/2021,10/19/2021,Standard Class,HG-15025,Hunter Green,Consumer,United States,Fort Worth,Texas,76106,1,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","3,31",4,"0,8","-8,73"
2021-163748,10/15/2021,10/19/2021,Standard Class,HG-15025,Hunter Green,Consumer,United States,Fort Worth,Texas,76106,1,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"2093,96",5,"0,2","639,36"
2021-126340,11/09/2021,11/15/2021,Standard Class,EB-13870,Emily Collins,Consumer,United States,Redding,California,96003,3,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,"349,25",3,"0,2","25,59"
2021-105270,11/12/2021,11/19/2021,Standard Class,AP-10915,Arthur Hughes,Consumer,United States,Los Angeles,California,90008,3,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,"31,91",3,"0,0","8,11"
2021-105270,11/12/2021,11/19/2021,Standard Class,AP-10915,Arthur Hughes,Consumer,United States,Los Angeles,California,90008,3,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,"117,94",1,"0,2","11,52"
2021-124856,09/30/2021,10/04/2021,Second Class,LD-17005,Lisa May,Consumer,United States,New York City,New York,10011,0,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts","1461,13",9,"0,0","371,19"
2021-124856,09/30/2021,10/04/2021,Second Class,LD-17005,Lisa May,Consumer,United States,New York City,New York,10011,0,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock","122,88",4,"0,0","37,22"
2021-124856,09/30/2021,10/04/2021,Second Class,LD-17005,Lisa May,Consumer,United States,New York City,New York,10011,0,OFF-LA-10000121,Office Supplies,Labels,Avery 48,"19,79",3,"0,0","8,89"
2021-124856,09/30/2021,10/04/2021,Second Class,LD-17005,Lisa May,Consumer,United States,New York City,New York,10011,0,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,"81,16",2,"0,0","38,86"
2021-166716,08/21/2021,08/26/2021,Second Class,CR-12730,Craig Howard,Consumer,United States,Chicago,Illinois,60610,1,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","441,18",2,"0,3","-6,16"
2021-123225,07/12/2021,07/15/2021,First Class,MN-17935,Michael Collins,Consumer,United States,El Paso,Texas,79907,1,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,"603,04",4,"0,2","44,19"
2021-123225,07/12/2021,07/15/2021,First Class,MN-17935,Michael Collins,Consumer,United States,El Paso,Texas,79907,1,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,"10,86",2,"0,2","3,71"
2021-124730,11/27/2021,11/27/2021,Same Day,LS-17245,Lynn Wood,Consumer,United States,Utica,New York,13501,0,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,"293,12",4,"0,0","80,19"
2021-124730,11/27/2021,11/27/2021,Same Day,LS-17245,Lynn Wood,Consumer,United States,Utica,New York,13501,0,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","13,52",3,"0,2","4,79"
2021-124730,11/27/2021,11/27/2021,Same Day,LS-17245,Lynn Wood,Consumer,United States,Utica,New York,13501,0,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,"17,89",4,"0,2","5,9"
2021-124730,11/27/2021,11/27/2021,Same Day,LS-17245,Lynn Wood,Consumer,United States,Utica,New York,13501,0,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""","97,53",9,"0,0","45,74"
2021-124730,11/27/2021,11/27/2021,Same Day,LS-17245,Lynn Wood,Consumer,United States,Utica,New York,13501,0,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,"12,06",4,"0,0","5,77"
2021-115056,05/03/2021,05/03/2021,Same Day,AR-10510,Andrew Neal,Consumer,United States,Columbus,Ohio,43229,0,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,"27,36",3,"0,2","2,01"
2021-138835,09/11/2021,09/15/2021,Standard Class,DA-13450,Dianna Long,Home Office,United States,Virginia Beach,Virginia,23464,2,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,"10,09",2,"0,0","4,83"
2021-117968,08/06/2021,08/08/2021,Second Class,RS-19420,Ricardo May,Corporate,United States,Meriden,Connecticut,6450,0,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,"83,21",3,"0,0","22,76"
2021-117968,08/06/2021,08/08/2021,Second Class,RS-19420,Ricardo May,Corporate,United States,Meriden,Connecticut,6450,0,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow","4,77",2,"0,0","2,05"
2021-117968,08/06/2021,08/08/2021,Second Class,RS-19420,Ricardo May,Corporate,United States,Meriden,Connecticut,6450,0,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,"1186,62",5,"0,0","301,45"
2021-152443,05/22/2021,05/27/2021,Standard Class,FG-14260,Frank Clark,Home Office,United States,Lawrence,Massachusetts,1841,0,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,"468,91",7,"0,0","224,5"
2021-152443,05/22/2021,05/27/2021,Standard Class,FG-14260,Frank Clark,Home Office,United States,Lawrence,Massachusetts,1841,0,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,"18,78",3,"0,0","8,99"
2021-152443,05/22/2021,05/27/2021,Standard Class,FG-14260,Frank Clark,Home Office,United States,Lawrence,Massachusetts,1841,0,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,"257,44",6,"0,0","70,43"
2021-109456,10/17/2021,10/18/2021,Same Day,LS-17245,Lynn Wood,Consumer,United States,San Francisco,California,94110,3,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,"15,03",3,"0,2","5,14"
2021-109456,10/17/2021,10/18/2021,Same Day,LS-17245,Lynn Wood,Consumer,United States,San Francisco,California,94110,3,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,"188,43",3,"0,0","88,37"
2021-168305,11/02/2021,11/09/2021,Standard Class,PL-18925,Paul Myers,Home Office,United States,Los Angeles,California,90049,3,OFF-LA-10003498,Office Supplies,Labels,Avery 475,"46,49",3,"0,0","22,71"
2021-168305,11/02/2021,11/09/2021,Standard Class,PL-18925,Paul Myers,Home Office,United States,Los Angeles,California,90049,3,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,"22,41",5,"0,0","9,85"
2021-120432,08/25/2021,08/27/2021,Second Class,DW-13585,Dorothy Butler,Corporate,United States,Owensboro,Kentucky,42301,2,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,"26,7",3,"0,0","6,78"
2021-118997,04/09/2021,04/13/2021,Standard Class,RA-19885,Ruben Rogers,Corporate,United States,Decatur,Alabama,35601,2,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","1273,07",8,"0,0","323,41"
2021-114314,10/12/2021,10/16/2021,Standard Class,DB-13555,Dorothy Ray,Corporate,United States,Fayetteville,Arkansas,72701,2,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,"7,65",1,"0,0","3,51"
2021-114314,10/12/2021,10/16/2021,Standard Class,DB-13555,Dorothy Ray,Corporate,United States,Fayetteville,Arkansas,72701,2,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,"9,34",4,"0,0","4,02"
2021-104178,08/26/2021,08/30/2021,Standard Class,JM-15265,Janet Scott,Corporate,United States,Los Angeles,California,90036,3,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke","6,58",1,"0,0","2,7"
2021-104178,08/26/2021,08/30/2021,Standard Class,JM-15265,Janet Scott,Corporate,United States,Los Angeles,California,90036,3,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,"99,57",5,"0,0","31,13"
2021-104178,08/26/2021,08/30/2021,Standard Class,JM-15265,Janet Scott,Corporate,United States,Los Angeles,California,90036,3,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,"27,14",4,"0,0","12,73"
2021-104178,08/26/2021,08/30/2021,Standard Class,JM-15265,Janet Scott,Corporate,United States,Los Angeles,California,90036,3,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,"51,14",4,"0,0","13,49"
2021-105151,03/31/2021,04/01/2021,First Class,SG-20890,Susan Rogers,Corporate,United States,New York City,New York,10009,0,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2","10,99",5,"0,0","3,01"
2021-155796,11/12/2021,11/16/2021,Second Class,TS-21430,Tom Wright,Corporate,United States,Reading,Pennsylvania,19601,0,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt","25,09",2,"0,2","7,97"
2021-155796,11/12/2021,11/16/2021,Second Class,TS-21430,Tom Wright,Corporate,United States,Reading,Pennsylvania,19601,0,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","546,49",4,"0,5","-256,3"
2021-140732,11/12/2021,11/14/2021,Second Class,MA-17560,Matt Taylor,Home Office,United States,Los Angeles,California,90004,3,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,"603,0",9,"0,2","58,92"
2021-140732,11/12/2021,11/14/2021,Second Class,MA-17560,Matt Taylor,Home Office,United States,Los Angeles,California,90004,3,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","8,15",2,"0,0","2,07"
2021-140732,11/12/2021,11/14/2021,Second Class,MA-17560,Matt Taylor,Home Office,United States,Los Angeles,California,90004,3,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,"129,74",4,"0,0","57,05"
2021-141726,07/21/2021,07/23/2021,First Class,CC-12145,Charles Wheeler,Consumer,United States,San Diego,California,92105,3,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,"109,78",1,"0,0","51,49"
2021-141726,07/21/2021,07/23/2021,First Class,CC-12145,Charles Wheeler,Consumer,United States,San Diego,California,92105,3,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,"9,11",2,"0,2","3,23"
2021-141726,07/21/2021,07/23/2021,First Class,CC-12145,Charles Wheeler,Consumer,United States,San Diego,California,92105,3,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,"20,86",4,"0,0","9,99"
2021-141726,07/21/2021,07/23/2021,First Class,CC-12145,Charles Wheeler,Consumer,United States,San Diego,California,92105,3,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,"45,04",3,"0,0","15,84"
2021-117765,09/08/2021,09/14/2021,Standard Class,RB-19465,Rick Powell,Home Office,United States,Tulsa,Oklahoma,74133,1,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,"450,11",5,"0,0","114,34"
2021-117765,09/08/2021,09/14/2021,Standard Class,RB-19465,Rick Powell,Home Office,United States,Tulsa,Oklahoma,74133,1,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,"33,57",2,"0,0","15,74"
2021-117765,09/08/2021,09/14/2021,Standard Class,RB-19465,Rick Powell,Home Office,United States,Tulsa,Oklahoma,74133,1,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton","169,57",2,"0,0","46,39"
2021-117765,09/08/2021,09/14/2021,Standard Class,RB-19465,Rick Powell,Home Office,United States,Tulsa,Oklahoma,74133,1,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,"20,79",2,"0,0","5,89"
2021-112991,12/11/2021,12/15/2021,Standard Class,SH-19975,Sally Morales,Corporate,United States,Caldwell,Idaho,83605,3,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,"354,25",3,"0,2","4,33"
2021-112991,12/11/2021,12/15/2021,Standard Class,SH-19975,Sally Morales,Corporate,United States,Caldwell,Idaho,83605,3,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,"27,14",4,"0,0","12,73"
2021-112991,12/11/2021,12/15/2021,Standard Class,SH-19975,Sally Morales,Corporate,United States,Caldwell,Idaho,83605,3,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream","95,65",4,"0,0","42,99"
2021-124079,12/14/2021,12/18/2021,Standard Class,RF-19345,Randy Thompson,Corporate,United States,Phoenix,Arizona,85023,3,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black","92,09",3,"0,2","7,87"
2021-124079,12/14/2021,12/18/2021,Standard Class,RF-19345,Randy Thompson,Corporate,United States,Phoenix,Arizona,85023,3,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","5,46",2,"0,7","-4,27"
2021-102652,04/07/2021,04/13/2021,Standard Class,AY-10555,Andy Nelson,Corporate,United States,Los Angeles,California,90049,3,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,"96,28",2,"0,0","15,99"
2021-102652,04/07/2021,04/13/2021,Standard Class,AY-10555,Andy Nelson,Corporate,United States,Los Angeles,California,90049,3,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,"34,67",7,"0,0","13,21"
2021-102652,04/07/2021,04/13/2021,Standard Class,AY-10555,Andy Nelson,Corporate,United States,Los Angeles,California,90049,3,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,"20,35",3,"0,0","9,55"
2021-102652,04/07/2021,04/13/2021,Standard Class,AY-10555,Andy Nelson,Corporate,United States,Los Angeles,California,90049,3,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,"58,09",1,"0,0","27,24"
2021-152422,10/06/2021,10/11/2021,Second Class,BD-11635,Brian Watson,Consumer,United States,Columbus,Ohio,43229,0,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,"96,24",5,"0,2","11,75"
2021-130869,11/18/2021,11/22/2021,Standard Class,CB-12025,Cassandra Long,Consumer,United States,Cedar Hill,Texas,75104,1,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","7,41",3,"0,2","2,53"
2021-107524,03/03/2021,03/09/2021,Standard Class,KN-16705,Kristina Young,Home Office,United States,New York City,New York,10009,0,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,"11,89",2,"0,0","5,46"
2021-107524,03/03/2021,03/09/2021,Standard Class,KN-16705,Kristina Young,Home Office,United States,New York City,New York,10009,0,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors","38,11",5,"0,0","17,87"
2021-138072,12/31/2021,01/05/2021,Standard Class,GA-14725,Guy Cooper,Consumer,United States,Philadelphia,Pennsylvania,19120,0,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack","29,28",2,"0,2","7,15"
2021-165589,02/19/2021,02/19/2021,Same Day,TB-21595,Troy Murphy,Consumer,United States,Lubbock,Texas,79424,1,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size","26,34",5,"0,6","-11,58"
2021-120852,12/21/2021,12/26/2021,Standard Class,WB-21850,William Peterson,Consumer,United States,Grand Prairie,Texas,75051,1,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,"20,35",2,"0,8","-50,69"
2021-120852,12/21/2021,12/26/2021,Standard Class,WB-21850,William Peterson,Consumer,United States,Grand Prairie,Texas,75051,1,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,"68,52",5,"0,2","-8,37"
2021-158400,10/26/2021,10/29/2021,First Class,AH-10030,Aaron Collins,Corporate,United States,San Francisco,California,94109,3,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,"51,73",4,"0,2","18,95"
2021-163447,12/28/2021,01/02/2022,Standard Class,TB-21190,Thomas White,Home Office,United States,New York City,New York,10011,0,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo","803,27",14,"0,1","165,69"
2021-131247,03/31/2021,04/05/2021,Standard Class,GA-14725,Guy Cooper,Consumer,United States,San Francisco,California,94110,3,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,"215,33",2,"0,15","-12,38"
2021-133543,12/23/2021,12/27/2021,Standard Class,KM-16660,Khloe Baker,Consumer,United States,San Jose,California,95123,3,OFF-AR-10003394,Office Supplies,Art,Newell 332,"12,31",4,"0,0","3,25"
2021-111871,03/19/2021,03/22/2021,Second Class,EK-13795,Eileen Vasquez,Home Office,United States,San Francisco,California,94110,3,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","1254,65",10,"0,15","72,11"
2021-103989,03/20/2021,03/22/2021,First Class,MC-17605,Matt James,Corporate,United States,Lakeland,Florida,33801,2,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,"339,2",3,"0,2","29,0"
2021-103989,03/20/2021,03/22/2021,First Class,MC-17605,Matt James,Corporate,United States,Lakeland,Florida,33801,2,OFF-LA-10000443,Office Supplies,Labels,Avery 501,"12,36",4,"0,2","4,08"
2021-103989,03/20/2021,03/22/2021,First Class,MC-17605,Matt James,Corporate,United States,Lakeland,Florida,33801,2,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,"27,39",3,"0,2","2,01"
2021-103989,03/20/2021,03/22/2021,First Class,MC-17605,Matt James,Corporate,United States,Lakeland,Florida,33801,2,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black","35,15",5,"0,7","-26,33"
2021-103989,03/20/2021,03/22/2021,First Class,MC-17605,Matt James,Corporate,United States,Lakeland,Florida,33801,2,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,"5,23",3,"0,2","1,4"
2021-103989,03/20/2021,03/22/2021,First Class,MC-17605,Matt James,Corporate,United States,Lakeland,Florida,33801,2,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,"20,96",3,"0,2","5,63"
2021-103989,03/20/2021,03/22/2021,First Class,MC-17605,Matt James,Corporate,United States,Lakeland,Florida,33801,2,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired","178,24",2,"0,2","54,42"
2021-101266,08/28/2021,08/31/2021,Second Class,MM-17920,Michael Griffin,Consumer,United States,Springfield,Virginia,22153,2,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,"13,99",2,"0,0","6,56"
2021-106299,08/03/2021,08/09/2021,Standard Class,NZ-18565,Nick Ross,Home Office,United States,Springfield,Missouri,65807,1,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,"27,95",5,"0,0","12,84"
2021-106299,08/03/2021,08/09/2021,Standard Class,NZ-18565,Nick Ross,Home Office,United States,Springfield,Missouri,65807,1,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,"22,2",2,"0,0","9,33"
2021-106299,08/03/2021,08/09/2021,Standard Class,NZ-18565,Nick Ross,Home Office,United States,Springfield,Missouri,65807,1,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,"877,78",2,"0,0","231,57"
2021-128538,10/12/2021,10/16/2021,Standard Class,AS-10240,Alan Cooper,Consumer,United States,Redondo Beach,California,90278,3,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","8,0",1,"0,0","3,83"
2021-148782,11/03/2021,11/08/2021,Standard Class,PO-18850,Patrick Clark,Consumer,United States,Irving,Texas,75061,1,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural","92,95",3,"0,2","7,95"
2021-134621,12/22/2021,12/29/2021,Standard Class,DP-13390,Dennis Morales,Home Office,United States,Columbia,Tennessee,38401,2,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,"19,1",2,"0,7","-14,93"
2021-101147,12/03/2021,12/05/2021,First Class,MC-17575,Matt Butler,Consumer,United States,Chicago,Illinois,60623,1,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,"2,51",1,"0,8","-6,49"
2021-165806,04/08/2021,04/08/2021,Same Day,VM-21685,Valerie Richardson,Home Office,United States,Marietta,Georgia,30062,2,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,"61,06",9,"0,0","28,64"
2021-165806,04/08/2021,04/08/2021,Same Day,VM-21685,Valerie Richardson,Home Office,United States,Marietta,Georgia,30062,2,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,"210,42",3,"0,0","51,4"
2021-146731,11/04/2021,11/09/2021,Standard Class,AT-10735,Annie Butler,Consumer,United States,Nashville,Tennessee,37211,2,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""","3,65",2,"0,2","1,2"
2021-146731,11/04/2021,11/09/2021,Standard Class,AT-10735,Annie Butler,Consumer,United States,Nashville,Tennessee,37211,2,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,"150,62",9,"0,2","49,67"
2021-100090,07/09/2021,07/13/2021,Standard Class,EB-13705,Ed May,Corporate,United States,San Francisco,California,94122,3,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,"526,1",3,"0,2","-89,96"
2021-100090,07/09/2021,07/13/2021,Standard Class,EB-13705,Ed May,Corporate,United States,San Francisco,California,94122,3,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","205,95",6,"0,2","70,43"
2021-141152,09/17/2021,09/20/2021,First Class,RF-19345,Randy Thompson,Corporate,United States,New York City,New York,10024,0,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders","35,13",1,"0,2","12,87"
2021-141313,12/29/2021,01/03/2021,Standard Class,AJ-10780,Anthony Green,Corporate,United States,Beverly,Massachusetts,1915,0,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,"1818,83",6,"0,0","515,37"
2021-141313,12/29/2021,01/03/2021,Standard Class,AJ-10780,Anthony Green,Corporate,United States,Beverly,Massachusetts,1915,0,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size","737,35",5,"0,0","86,45"
2021-141313,12/29/2021,01/03/2021,Standard Class,AJ-10780,Anthony Green,Corporate,United States,Beverly,Massachusetts,1915,0,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,"148,42",4,"0,0","68,16"
2021-169852,10/22/2021,10/27/2021,Standard Class,SF-20965,Sylvia West,Corporate,United States,San Diego,California,92024,3,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,"38,07",3,"0,2","12,55"
2021-161305,06/07/2021,06/13/2021,Standard Class,SB-20170,Sarah Phillips,Consumer,United States,Chicago,Illinois,60623,1,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","25,74",3,"0,8","-38,99"
2021-161305,06/07/2021,06/13/2021,Standard Class,SB-20170,Sarah Phillips,Consumer,United States,Chicago,Illinois,60623,1,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","14,64",2,"0,2","4,83"
2021-112837,09/12/2021,09/17/2021,Standard Class,LW-17125,Liz Green,Consumer,United States,Oxnard,California,93030,3,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","133,96",3,"0,0","22,25"
2021-100762,11/26/2021,11/30/2021,Standard Class,NG-18355,Nat Brooks,Corporate,United States,Jackson,Michigan,49201,1,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue","159,06",4,"0,0","46,62"
2021-100762,11/26/2021,11/30/2021,Standard Class,NG-18355,Nat Brooks,Corporate,United States,Jackson,Michigan,49201,1,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","205,86",2,"0,0","98,56"
2021-100762,11/26/2021,11/30/2021,Standard Class,NG-18355,Nat Brooks,Corporate,United States,Jackson,Michigan,49201,1,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,"150,89",3,"0,0","70,77"
2021-100762,11/26/2021,11/30/2021,Standard Class,NG-18355,Nat Brooks,Corporate,United States,Jackson,Michigan,49201,1,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","16,71",2,"0,0","8,16"
2021-123316,10/14/2021,10/18/2021,Standard Class,SP-20545,Sibella Hughes,Corporate,United States,Mount Vernon,New York,10550,0,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,"8,12",3,"0,2","2,87"
2021-141299,06/04/2021,06/08/2021,Second Class,RB-19795,Ross Jackson,Home Office,United States,Midland,Michigan,48640,1,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,"16,0",2,"0,0","7,66"
2021-104402,06/18/2021,06/24/2021,Standard Class,DB-13660,Duane Jackson,Consumer,United States,Newark,Delaware,19711,0,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,"69,07",3,"0,0","31,72"
2021-167927,01/21/2021,01/27/2021,Standard Class,XP-21865,Xylona Williams,Consumer,United States,Westland,Michigan,48185,1,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"14,64",1,"0,0","4,15"
2021-167927,01/21/2021,01/27/2021,Standard Class,XP-21865,Xylona Williams,Consumer,United States,Westland,Michigan,48185,1,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"285,77",3,"0,0","30,71"
2021-167927,01/21/2021,01/27/2021,Standard Class,XP-21865,Xylona Williams,Consumer,United States,Westland,Michigan,48185,1,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","19,95",5,"0,0","9,16"
